first_name,second_name,Position,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,team_id,team_name,team_rank
Marcus,Rashford,2,4,2,50,820,18,133.7,218,330,0,153,68.2,2,0,2,1.3,94,MID,12,Man Utd,
Axel,Tuanzebe,1,0,0,14,505,10,1.1,71.2,43,0,86,11.5,1,0,1,0.4,44,DEF,12,Man Utd,
Victor,Lindelöf,1,0,2,43,1356,25,41.7,282,21,1,294,34.6,4,0,2,0.5,48,DEF,12,Man Utd,
Scott,McTominay,2,1,2,54,1702,22,276.8,366.2,220,2,277,86.4,7,0,7,0.6,54,MID,12,Man Utd,
Eric,Bailly,1,0,0,2,216,4,1,36,0,0,22,3.7,0,0,1,0.1,49,DEF,12,Man Utd,
Aaron,Wan-Bissaka,1,0,0,32,1343,24,184.8,267.6,65,3,243,51.8,2,0,2,3.2,51,DEF,12,Man Utd,
Mason,Greenwood,2,5,2,71,1269,18,266.1,292.2,516,7,232,107.3,3,0,1,4.5,71,MID,12,Man Utd,
Juan,Mata,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,MID,12,Man Utd,
Jadon,Sancho,2,2,1,56,1191,11,385.5,198.6,327,4,203,91,6,0,0,2.3,89,MID,12,Man Utd,
Tom,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,39,GK,12,Man Utd,
José Diogo,Dalot Teixeira,1,0,0,41,999,11,180.4,216.4,89,5,235,48.5,4,0,2,4.2,46,DEF,12,Man Utd,
Andreas,Pereira,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,12,Man Utd,
Anthony,Elanga,2,1,0,19,346,2,56.3,56.8,114,0,60,22.7,2,0,0,0.4,48,MID,12,Man Utd,
Raphaël,Varane,1,0,1,48,1194,11,33.2,247.8,96,7,240,37.9,3,0,0,3.6,55,DEF,12,Man Utd,
Cristiano Ronaldo,dos Santos Aveiro,3,9,3,97,1658,26,288.3,454.8,1034,17,338,177.3,6,0,4,26.1,125,FWD,12,Man Utd,
Phil,Jones,1,0,0,2,90,1,1.5,33,0,0,24,3.5,0,0,0,0,45,DEF,12,Man Utd,
Amad,Diallo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,12,Man Utd,
Hannibal,Mejbri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,12,Man Utd,
Joseph,Willock,2,0,1,40,1318,27,165.7,175.8,225,0,124,56.7,4,0,0,0.4,57,MID,13,Newcastle Utd,
Matt,Targett,1,1,2,50,1521,29,329.2,319,85,1,256,73.5,4,0,2,1.9,47,DEF,13,Newcastle Utd,
Dan,Burn,1,1,0,42,1111,12,34,276.6,144,2,205,45.5,4,0,5,0.2,44,DEF,13,Newcastle Utd,
Chris,Wood,3,3,0,54,1729,28,165.4,163,581,3,120,89.6,3,0,1,1.6,67,FWD,13,Newcastle Utd,
Jonjo,Shelvey,2,2,0,39,1171,20,179.6,205.8,102,6,166,48.8,3,1,5,0.1,53,MID,13,Newcastle Utd,
Matt,Ritchie,1,0,2,18,1316,37,414.8,222.6,92,0,200,73.1,0,0,5,0.2,49,DEF,13,Newcastle Utd,
Ciaran,Clark,1,0,1,14,1012,27,49.9,189.2,95,1,131,33.1,0,1,2,0.1,44,DEF,13,Newcastle Utd,
Karl,Darlow,0,0,0,20,720,15,0,157,0,3,110,15.8,0,0,1,0.3,45,GK,13,Newcastle Utd,
Martin,Dubravka,0,0,0,40,990,17,0,268.2,0,5,202,26.8,3,0,0,0.8,44,GK,13,Newcastle Utd,
Callum,Wilson,3,6,0,59,1184,29,104.7,245.4,383,11,166,72.1,2,0,4,1.2,72,FWD,13,Newcastle Utd,
Jeff,Hendrick,2,1,0,8,69,3,12.1,38.8,9,0,25,6,0,0,0,0,48,MID,13,Newcastle Utd,
Ryan,Fraser,2,1,3,46,930,15,224.5,118.2,199,3,158,53.2,3,0,2,0.2,53,MID,13,Newcastle Utd,
Jamaal,Lascelles,1,1,1,32,1598,36,46.1,324.6,209,1,215,57.6,2,0,5,0.2,44,DEF,13,Newcastle Utd,
Dwight,Gayle,3,0,0,4,28,0,13.6,3,4,0,11,2,0,0,0,0.1,52,FWD,13,Newcastle Utd,
Paul,Dummett,1,0,0,7,197,1,1.9,24.2,0,0,28,2.6,1,0,2,0,45,DEF,13,Newcastle Utd,
Javier,Manquillo,1,1,3,34,1108,22,61.9,232.6,64,0,190,36.1,1,0,5,5.6,39,DEF,13,Newcastle Utd,
Emil,Krafth,1,0,1,12,585,12,36.6,125.6,26,1,77,18.9,0,0,2,0.1,43,DEF,13,Newcastle Utd,
Jacob,Murphy,2,1,2,34,809,25,121.1,177,114,0,123,40.9,0,0,2,0.4,47,MID,13,Newcastle Utd,
Fabian,Schär,1,0,1,35,1150,20,43.6,215,76,4,177,33.6,3,0,3,0.2,43,DEF,13,Newcastle Utd,
Isaac,Hayden,2,1,0,28,1000,25,33.6,187.6,66,3,124,28.3,0,0,5,0.1,45,MID,13,Newcastle Utd,
Allan,Saint-Maximin,3,5,5,91,1976,39,493.8,467.8,693,15,318,165.7,5,0,4,16.8,69,FWD,13,Newcastle Utd,
Miguel,Almirón,2,0,0,28,974,26,149.4,119.8,171,0,116,44.1,1,0,1,0.2,51,MID,13,Newcastle Utd,
Sean,Longstaff,2,1,1,32,981,22,83,203.6,70,1,143,35.9,0,0,1,0.4,44,MID,13,Newcastle Utd,
Joelinton Cássio,Apolinário de Lira,3,1,1,43,1520,33,231.1,306,346,3,159,88.1,2,0,5,0.5,58,FWD,13,Newcastle Utd,
Jamal,Lewis,1,0,0,10,261,4,13.8,39.4,2,0,39,5.6,1,0,1,0.1,42,DEF,13,Newcastle Utd,
Matthew,Longstaff,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,13,Newcastle Utd,
Federico,Fernández,1,0,1,11,521,12,13.8,129.4,69,0,91,21.2,0,0,0,0.1,43,DEF,13,Newcastle Utd,
Freddie,Woodman,0,0,0,9,360,12,0,89.4,0,0,64,9,0,0,0,0.3,43,GK,13,Newcastle Utd,
Mark,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,39,GK,13,Newcastle Utd,
Joe,White,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,MID,13,Newcastle Utd,
Elliot,Anderson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,13,Newcastle Utd,
Kieran,Trippier,1,2,0,26,317,2,107.4,142,14,3,84,26.4,1,0,0,1.1,50,DEF,13,Newcastle Utd,
Bruno,Guimarães Rodriguez Moura,2,0,0,2,2,0,10.3,5.4,0,0,12,1.6,0,0,0,0.2,50,MID,13,Newcastle Utd,
Lucas,De Bolle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,13,Newcastle Utd,
Billy,Gilmour,2,0,1,30,1169,33,339.4,190.2,61,1,184,59.1,1,0,2,3.3,43,MID,14,Norwich City,
Brandon,Williams,1,0,1,32,1493,33,197.8,262.4,56,4,258,51.9,2,0,5,5.6,39,DEF,14,Norwich City,
Michael,McGovern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,39,GK,14,Norwich City,
Tim,Krul,0,0,0,54,1710,37,0.1,513.8,0,4,330,51.4,3,0,1,1.2,45,GK,14,Norwich City,
Teemu,Pukki,3,6,1,81,1995,45,198.8,275.6,590,11,248,106.5,4,0,3,4.9,58,FWD,14,Norwich City,
Marco,Stiepermann,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,14,Norwich City,
Lukas,Rupp,2,0,0,14,472,9,110.2,65.8,108,0,82,28.3,0,0,0,0.2,44,MID,14,Norwich City,
Kenny,McLean,2,0,0,45,1914,44,112.4,220.6,224,0,196,55.8,4,0,2,0.1,49,MID,14,Norwich City,
Grant,Hanley,1,1,0,49,1727,38,50.7,414.8,144,3,327,60.9,4,0,1,0.1,44,DEF,14,Norwich City,
Onel,Hernández,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,MID,14,Norwich City,
Sam,Byram,1,0,0,2,178,6,15.3,35.2,38,0,17,8.8,0,0,2,0,44,DEF,14,Norwich City,
Jordan,Hugill,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,FWD,14,Norwich City,
Kieran,Dowell,2,0,0,15,340,9,92.1,37.8,21,0,35,14.8,1,0,0,0,51,MID,14,Norwich City,
Christoph,Zimmermann,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF,14,Norwich City,
Todd,Cantwell,2,0,0,10,438,15,48.5,34.4,20,0,48,10.3,0,0,2,0.2,53,MID,14,Norwich City,
Max,Aarons,1,0,1,44,2031,45,222.6,350.2,141,2,300,71,4,0,5,1,43,DEF,14,Norwich City,
Jacob,Sørensen,1,0,0,8,368,7,9.4,77.4,76,0,59,16.4,0,0,0,0,43,DEF,14,Norwich City,
Przemyslaw,Placheta,2,0,0,14,427,9,52.8,47.6,114,0,41,21.6,1,0,1,0,47,MID,14,Norwich City,
Adam,Idah,3,1,2,36,617,11,84,120.2,187,3,107,38.5,1,0,0,1.8,49,FWD,14,Norwich City,
Josh,Martin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,14,Norwich City,
Andrew,Omobamidele,1,1,0,14,381,9,5.7,126.4,35,3,74,16.8,0,0,1,2.5,39,DEF,14,Norwich City,
Angus,Gunn,0,0,0,21,450,13,0,157.2,0,3,103,15.7,1,0,0,1.7,40,GK,14,Norwich City,
Milot,Rashica,2,0,2,39,1235,29,326.3,161.2,249,0,108,73.8,2,0,0,0.1,52,MID,14,Norwich City,
Ben,Gibson,1,0,0,35,1774,43,44.6,418.8,133,0,300,59.9,4,1,2,0.1,44,DEF,14,Norwich City,
Dimitris,Giannoulis,1,0,1,23,542,12,82.1,121.4,28,2,122,23.2,2,0,1,0.1,44,DEF,14,Norwich City,
Pierre,Lees-Melou,2,0,1,36,1386,31,254.5,238.6,149,0,175,64,3,0,4,0.1,48,MID,14,Norwich City,
Bali,Mumba,1,0,0,0,45,3,3.3,9.6,0,0,6,1.3,0,0,0,0.2,39,DEF,14,Norwich City,
Joshua,Sargent,3,2,1,46,1153,23,128.5,149.8,280,3,161,56,4,0,1,0.4,54,FWD,14,Norwich City,
Christos,Tzolis,2,0,0,13,301,9,95.4,38.4,105,0,50,23.8,0,0,0,0,48,MID,14,Norwich City,
Ozan,Kabak,1,0,0,16,743,20,13,138.6,65,0,111,21.8,2,0,2,0,43,DEF,14,Norwich City,
Mathias,Normann,2,1,1,28,745,16,107.7,164.4,85,3,102,35.3,2,0,4,0.1,45,MID,14,Norwich City,
Jonathan,Tomkinson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,14,Norwich City,
Jonathan,Rowe,2,0,0,3,43,1,11.2,5,2,0,7,1.8,0,0,0,0,44,MID,14,Norwich City,
Thomas,Dickson-Peters,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,14,Norwich City,
Jon,McCracken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK,14,Norwich City,
Liam,Gibbs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,14,Norwich City,
Theo,Walcott,2,0,0,12,376,8,19.2,13.6,70,0,28,9.7,0,0,0,0.1,58,MID,16,Southampton,
Fraser,Forster,0,0,0,21,630,11,0,232,0,4,117,23.2,0,0,1,0.8,44,GK,16,Southampton,
Alex,McCarthy,0,0,0,53,1350,21,10,305.8,0,3,260,31.7,5,0,1,1.5,44,GK,16,Southampton,
Oriol,Romeu Vidal,2,0,1,45,1909,30,304.6,308,158,1,293,77.4,4,0,6,0.4,45,MID,16,Southampton,
Nathan,Redmond,2,0,6,59,1337,21,411.3,236.8,240,4,228,88.9,4,0,0,0.2,59,MID,16,Southampton,
Jack,Stephens,1,0,0,11,531,9,46.6,130.2,4,0,88,18.2,1,0,2,0.1,44,DEF,16,Southampton,
Stuart,Armstrong,2,0,0,14,513,6,128.1,64.4,114,0,66,30.9,0,0,1,0.1,58,MID,16,Southampton,
James,Ward-Prowse,2,6,4,98,1955,35,660.1,615,266,14,451,154.2,4,1,3,4.1,64,MID,16,Southampton,
Kyle,Walker-Peters,1,1,2,48,1436,23,235.4,294,185,3,273,71.3,3,0,5,0.5,48,DEF,16,Southampton,
Jan,Bednarek,1,3,0,65,1549,28,47.5,441.6,209,12,316,70.1,4,0,5,1.1,44,DEF,16,Southampton,
Daniel,N'Lundulu,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD,16,Southampton,
Che,Adams,3,6,2,72,1203,19,182.2,295.6,427,11,247,90.4,3,0,0,1.4,68,FWD,16,Southampton,
Nathan,Tella,2,0,0,17,585,13,78.5,42.6,105,0,48,22.4,1,0,1,0,47,MID,16,Southampton,
William,Smallbone,2,0,0,2,69,2,14.2,3.4,8,0,11,2.6,0,0,0,0,45,MID,16,Southampton,
Michael,Obafemi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,45,FWD,16,Southampton,
Ibrahima,Diallo,2,0,3,37,734,14,153.5,140.6,68,3,152,36.1,1,0,0,0.2,45,MID,16,Southampton,
Moussa,Djenepo,2,0,0,9,427,7,86.2,44.8,122,0,11,25.3,1,0,3,0,52,MID,16,Southampton,
Mohammed,Salisu,1,0,0,42,1981,34,110.8,494.6,189,4,322,79.2,4,1,7,0.2,45,DEF,16,Southampton,
Romain,Perraud,1,0,1,30,1061,19,92.6,123,115,1,132,33,2,0,1,0.1,48,DEF,16,Southampton,
Tino,Livramento,1,1,1,55,1634,28,211.7,312.2,152,2,300,67.7,5,0,2,9.7,43,DEF,16,Southampton,
Mohamed,Elyounoussi,2,3,1,53,1108,15,219,228,387,5,141,83.2,5,0,3,0.1,54,MID,16,Southampton,
Armando,Broja,3,6,2,72,1138,22,59.3,242.4,470,11,200,77.1,2,0,1,9.2,53,FWD,16,Southampton,
Shane,Long,3,0,0,5,108,1,4.9,11.6,39,0,7,5.6,0,0,0,0.2,54,FWD,16,Southampton,
Adam,Armstrong,3,2,3,50,1194,23,166.3,178.6,533,3,139,87.4,4,0,1,1.6,57,FWD,16,Southampton,
Yan,Valery,1,0,0,2,90,1,1.1,15,1,0,10,1.7,0,0,0,0.5,39,DEF,16,Southampton,
Lyanco Evangelista,Silveira Neves Vojnovic,1,0,0,10,546,12,33.9,107,33,0,77,17.3,0,0,2,0,44,DEF,16,Southampton,
Harry,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,39,GK,16,Southampton,
Willy,Caballero,0,0,0,2,180,5,0,53.2,0,0,23,5.4,0,0,1,0,43,GK,16,Southampton,
Dynel,Simeu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,16,Southampton,
Thierry,Small,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,16,Southampton,
Kgaogelo,Chauke,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,16,Southampton,
Joe,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,GK,17,Spurs,
Hugo,Lloris,0,0,0,89,1980,29,23,521.2,0,8,421,54.3,8,0,0,8.2,54,GK,17,Spurs,
Toby,Alderweireld,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,DEF,17,Spurs,
Erik,Lamela,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,MID,17,Spurs,
Harry,Kane,3,5,2,70,1791,29,288.4,376.2,948,6,209,160.9,6,0,3,11.8,122,FWD,17,Spurs,
Serge,Aurier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,49,DEF,17,Spurs,
Heung-Min,Son,2,9,5,117,1663,22,571.7,503.2,725,11,381,180.4,8,0,0,15.2,107,MID,17,Spurs,
Matt,Doherty,1,0,1,10,315,5,114.7,72.6,115,0,65,30.3,0,0,0,0.3,47,DEF,17,Spurs,
Eric,Dier,1,0,1,70,1631,19,80.2,361.4,101,6,369,54.2,8,0,0,4,46,DEF,17,Spurs,
Lucas,Rodrigues Moura da Silva,2,2,4,67,1477,17,390.1,317.2,385,4,246,109.4,7,0,3,3.9,64,MID,17,Spurs,
Ben,Davies,1,0,2,41,1110,19,128.8,206,107,3,194,44.2,4,0,2,1.9,45,DEF,17,Spurs,
Pierre-Emile,Højbjerg,2,2,2,68,1756,23,241.9,414.2,239,6,348,89.6,8,0,1,2.9,49,MID,17,Spurs,
Harry,Winks,2,0,2,23,704,12,173.7,144.4,17,1,136,33.6,0,0,2,1.2,44,MID,17,Spurs,
Davinson,Sánchez,1,2,0,65,1289,16,62.9,352.2,170,5,298,58.6,7,0,4,3.1,46,DEF,17,Spurs,
Ryan,Sessegnon,1,0,0,8,246,6,16.2,28,16,0,31,5.9,1,0,0,0.1,43,DEF,17,Spurs,
Steven,Bergwijn,2,2,2,37,436,4,84.6,118.8,192,3,95,39.6,3,0,1,0.4,59,MID,17,Spurs,
Sergio,Reguilón,1,1,3,78,1443,20,378,370.6,253,9,339,100.3,7,0,3,15.7,54,DEF,17,Spurs,
Japhet,Tanganga,1,0,0,29,735,11,48.1,118,108,0,133,27.5,5,1,2,1,42,DEF,17,Spurs,
Giovani,Lo Celso,2,0,0,11,231,5,77.6,33.4,59,0,41,16.8,0,0,0,0.1,59,MID,17,Spurs,
Oliver,Skipp,2,0,0,34,1346,13,151.5,183.8,39,0,180,37.4,8,0,6,0.7,44,MID,17,Spurs,
Joe,Rodon,1,0,0,1,78,3,0.2,18.8,0,0,11,1.9,0,0,0,0.1,42,DEF,17,Spurs,
Tanguy,Ndombele,2,1,1,22,481,11,83.1,99.8,122,0,85,30.4,0,0,1,0.2,57,MID,17,Spurs,
Pierluigi,Gollini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,GK,17,Spurs,
Bryan,Gil Salvatierra,2,0,0,9,86,1,37.3,22.8,25,0,32,8.5,0,0,0,0.1,57,MID,17,Spurs,
Cristian,Romero,1,0,0,14,713,14,8.2,185.8,33,3,138,22.6,1,0,5,0.3,48,DEF,17,Spurs,
Dane,Scarlett,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,45,FWD,17,Spurs,
Emerson Aparecido,Leite de Souza Junior,1,0,1,47,1336,21,275,278.4,148,6,263,70.3,4,0,3,1.8,49,DEF,17,Spurs,
Dilan,Markanday,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,17,Spurs,
Tobi,Omole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,DEF,17,Spurs,
Brandon,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,17,Spurs,
Harvey,White,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,MID,17,Spurs,
Dejan,Kulusevski,2,0,0,3,76,2,32.4,5.2,24,0,6,6.2,1,0,1,0.1,60,MID,17,Spurs,
Rodrigo,Bentancur,2,0,0,2,120,4,32.6,18.2,22,0,16,7.3,0,0,1,0.1,50,MID,17,Spurs,
Moussa,Sissoko,2,0,1,44,1870,39,289.6,285.8,121,1,223,69.8,1,0,3,2.3,44,MID,18,Watford,
Ben,Foster,0,0,1,40,1080,17,10,261.4,0,3,203,27.3,1,0,0,18.8,41,GK,18,Watford,
Danny,Rose,1,0,0,7,688,16,80.5,104.8,39,0,75,22.4,0,0,4,0.2,42,DEF,18,Watford,
Dan,Gosling,2,0,0,1,21,2,0.3,2.6,0,0,3,0.3,0,0,0,0,47,MID,18,Watford,
Craig,Cathcart,1,0,1,30,1734,37,33,365,34,0,255,43.4,1,0,3,0.4,43,DEF,18,Watford,
Troy,Deeney,3,0,0,2,23,1,10.6,2.2,14,0,5,2.7,0,0,0,0.3,54,FWD,18,Watford,
Tom,Cleverley,2,0,2,29,961,20,248.7,160.6,89,0,135,49.9,0,0,2,0.1,48,MID,18,Watford,
Francisco,Femenía Far,1,0,3,31,1217,27,197.4,263.2,28,1,223,49,1,0,1,0.2,43,DEF,18,Watford,
Andre,Gray,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,FWD,18,Watford,
Christian,Kabasele,1,0,0,4,292,7,10.6,70.2,6,0,45,8.7,0,0,0,0,43,DEF,18,Watford,
Nathaniel,Chalobah,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,18,Watford,
William,Troost-Ekong,1,0,0,17,1376,30,14.1,251,17,0,168,28.2,0,0,3,0.1,43,DEF,18,Watford,
Stipe,Perica,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,45,FWD,18,Watford,
Daniel,Bachmann,0,0,0,22,990,26,0,300.6,0,0,175,30.2,0,0,0,2,42,GK,18,Watford,
Adam,Masina,1,0,0,12,866,20,103,164,24,0,119,29.2,0,0,0,0.1,43,DEF,18,Watford,
Ken,Sema,2,0,0,15,514,10,61,50.8,41,0,41,15.2,1,0,1,0,52,MID,18,Watford,
Philip,Zinckernagel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,MID,18,Watford,
Isaac,Success Ajayi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,FWD,18,Watford,
Ayotomiwa,Dele-Bashiru,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,18,Watford,
Ashley,Fletcher,3,0,0,3,28,0,0.5,9,20,0,5,3,0,0,0,0.3,48,FWD,18,Watford,
Francisco,Sierralta,1,0,0,5,427,9,0.5,95,19,0,57,11.5,0,0,0,0,43,DEF,18,Watford,
Domingos,Quina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,18,Watford,
Marc,Navarro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF,18,Watford,
Ismaila,Sarr,2,5,0,54,1075,21,168.1,256.8,458,7,145,88.3,0,0,1,2.9,57,MID,18,Watford,
Jeremy,Ngakia,1,0,0,14,564,9,41.3,109,6,0,72,15.4,0,0,0,0,43,DEF,18,Watford,
Ben,Wilmot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF,18,Watford,
Joseph,Hungbo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,18,Watford,
Imrân,Louza,2,0,0,10,481,13,127.2,71.6,32,0,65,23.1,1,0,3,0,52,MID,18,Watford,
João Pedro,Junqueira de Jesus,3,2,1,37,832,18,193.5,185.2,396,4,137,77.6,1,0,1,0.7,54,FWD,18,Watford,
Kwadwo,Baah,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,MID,18,Watford,
Emmanuel,Dennis,3,8,6,96,1643,35,300.4,480.4,641,16,332,142,1,1,7,36.6,61,FWD,18,Watford,
Matthew,Pollock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,DEF,18,Watford,
Oghenekaro Peter,Etebo,2,0,0,7,369,6,31.8,46.4,10,0,52,8.9,0,0,3,0.1,43,MID,18,Watford,
Joshua,King,3,5,4,72,1716,32,371,356,614,5,242,134.3,1,0,4,8.5,59,FWD,18,Watford,
Adedapo,Awokoya-Mebude,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD,18,Watford,
Juan Camilo,Hernández Suárez,3,2,1,34,695,21,239.7,152.6,254,2,139,64.6,1,0,0,1.5,50,FWD,18,Watford,
Juraj,Kucka,2,1,0,36,1483,27,135.7,247.2,211,0,151,59.3,2,1,2,0.2,55,MID,18,Watford,
Ozan,Tufan,2,0,0,10,334,9,53.1,18.2,23,0,22,9,0,0,0,0,50,MID,18,Watford,
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,GK,18,Watford,
Nicolas,Nkoulou,1,0,0,5,167,2,10.7,23.4,0,0,27,3.5,0,0,0,0,44,DEF,18,Watford,
James,Morris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF,18,Watford,
Vincent,Angelini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK,18,Watford,
Kamil,Conteh,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,MID,18,Watford,
Hassane,Kamara,1,0,0,14,443,6,57.4,95.2,9,3,92,16.2,1,0,1,0.1,45,DEF,18,Watford,
Samir,Caetano de Souza Santos,1,0,0,11,450,7,1.2,103.2,38,0,73,14.2,1,0,1,0,45,DEF,18,Watford,
Edo,Kayembe,2,0,0,11,370,6,58.5,49.6,9,1,70,11.7,1,0,0,0,49,MID,18,Watford,
Samuel,Kalu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID,18,Watford,
Kurt,Zouma,1,1,0,41,1150,15,26.6,269,72,3,217,36.9,3,0,1,1.1,54,DEF,19,West Ham,
Mark,Noble,2,1,0,9,94,2,3.3,39.6,34,1,28,7.7,0,0,0,0.7,44,MID,19,West Ham,
Darren,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,GK,19,West Ham,
Lukasz,Fabianski,0,0,0,86,2160,32,0,562.4,0,5,419,56.1,6,0,0,2.9,50,GK,19,West Ham,
Angelo,Ogbonna,1,1,0,40,921,11,5.3,167,67,6,182,24,3,0,1,0.3,49,DEF,19,West Ham,
Winston,Reid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,39,DEF,19,West Ham,
Aaron,Cresswell,1,1,3,74,1590,21,402.5,354,92,11,357,84.9,5,0,1,7.4,53,DEF,19,West Ham,
Andriy,Yarmolenko,2,0,0,10,87,1,37.8,20.4,61,0,31,11.9,0,0,1,0.1,51,MID,19,West Ham,
Michail,Antonio,3,8,7,104,2110,30,482.3,490,920,13,333,188.9,6,1,4,37.7,78,FWD,19,West Ham,
Craig,Dawson,1,1,1,54,1701,27,44.4,405.8,273,0,286,72.5,4,0,2,0.9,49,DEF,19,West Ham,
Ryan,Fredericks,1,0,0,3,45,1,0.3,2.6,0,0,7,0.3,0,0,0,0.1,44,DEF,19,West Ham,
Manuel,Lanzini,2,4,2,61,962,16,240.8,294.6,124,6,281,66.1,2,0,1,0.6,58,MID,19,West Ham,
Arthur,Masuaku,1,1,1,27,499,9,47.8,164.2,31,3,132,24.3,1,0,1,0.2,44,DEF,19,West Ham,
Vladimir,Coufal,1,0,3,58,1677,27,282.4,342,157,3,300,77.8,5,1,2,6.3,48,DEF,19,West Ham,
Saïd,Benrahma,2,5,4,91,1506,19,320.3,365.2,526,9,306,121.4,6,0,0,11.9,59,MID,19,West Ham,
Jarrod,Bowen,2,8,13,148,2128,32,492.7,614.2,930,16,432,203.8,6,0,2,32.4,70,MID,19,West Ham,
Declan,Rice,2,1,4,69,2160,32,270.1,533.8,203,5,422,101,6,0,7,4.7,51,MID,19,West Ham,
Tomas,Soucek,2,3,1,75,2058,30,207.8,430.8,515,8,324,115.7,5,0,2,3.7,57,MID,19,West Ham,
Pablo,Fornals,2,5,3,83,1770,24,448.2,399.8,358,4,327,120.6,6,0,3,1.5,60,MID,19,West Ham,
Issa,Diop,1,0,1,25,806,15,20.2,167.6,25,2,168,21.2,2,0,0,0.4,43,DEF,19,West Ham,
Ben,Johnson,1,1,0,30,802,10,86.3,204.2,26,1,145,31.8,2,0,1,3.2,40,DEF,19,West Ham,
Alphonse,Areola,0,0,0,2,90,1,0,20.4,0,0,11,2,0,0,0,0.7,47,GK,19,West Ham,
Frederik,Alves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF,19,West Ham,
Conor,Coventry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID,19,West Ham,
